theta_deg,log10_viscosity_ratio,Q_reference,Q_interpolated,absolute_error_Q,reference_estimated_error_Q,absolute_weighted_node_sensitivity_Q,checkpoint_error_budget_Q,table_cell_theta_index,table_cell_log10_M_index,reference_converged
122.5,-0.875,0.52981641071248275,0.529903668145844,8.7257433361243031e-05,0.00023272315800049181,0.00032246662661753649,0.00064244721797927134,19,5,True
122.5,-0.625,0.31350017494680893,0.31366927014634688,0.00016909519953794971,0.00023540271767419352,0.00032118165212596025,0.00072567956933810348,19,6,True
122.5,-0.375,0.17265589154221028,0.17252298247327272,0.00013290906893756449,0.00022505831931129983,0.000314658747193307,0.00067262613544217132,19,7,True
122.5,-0.125,0.095546118218859388,0.095890908502927155,0.00034479028406776691,0.00020691192243127432,0.00047866275840368223,0.0010303649649027235,19,8,True
127.5,-1.9375,1.8421095063903643,1.8422883539244994,0.00017884753413510701,0.00014938609897896526,0.00028789286791801652,0.0006161265010320888,20,0,True
127.5,-1.8125,1.7058276616508175,1.7059463134452384,0.00011865179442094309,0.00016429147420993218,0.00021859426687397419,0.00050153753550484948,20,1,True
127.5,-1.625,1.4672200952995751,1.4670259947403241,0.00019410055925095371,0.00018948553831754644,0.00032451952943285118,0.00070810562700135134,20,2,True
127.5,-1.375,1.1088926589814641,1.1085072646897494,0.00038539429171469131,0.00022418201953988692,0.00034718222483915264,0.00095675853609373087,20,3,True
127.5,-1.125,0.75493869955836868,0.7548617422514442,7.6957306924474445e-05,0.0002519624655568098,0.00037833658714465175,0.00070725635962593598,20,4,True
127.5,-0.875,0.45743769548681912,0.45759374751202725,0.000156052025208131,0.0002649170731782169,0.00038884204275467299,0.00080981114114102087,20,5,True
127.5,-0.625,0.24149106476327842,0.24164846217259375,0.00015739740931533519,0.0002606152740919354,0.00037785002540103235,0.0007958627088083029,20,6,True
127.5,-0.375,0.10354843826467675,0.10340778077471768,0.0001406574899590618,0.000243009625286561,0.00036575087786387244,0.0007494179931094953,20,7,True
127.5,-0.125,0.025131136243256136,0.025439591465399453,0.00030845522214331678,0.00021935272631967706,0.00055236553156068867,0.0010801734800236825,20,8,True
132.5,-1.9375,1.9510632442500806,1.9513205121606265,0.00025726791054592191,0.0001635149750971454,0.00038001365578294559,0.00080079654142601285,21,0,True
132.5,-1.8125,1.7713423796833747,1.7714276091594898,8.522947611511178e-05,0.0001535057033814624,0.00028861841321042311,0.00052735359270699735,21,1,True
132.5,-1.625,1.4708641866258039,1.470542363570615,0.00032182305518890786,0.00017135490570097112,0.00043054993513928736,0.00092372789602916628,21,2,True
132.5,-1.375,1.0503841385983408,1.050086338360213,0.00029780023812775447,0.00019347055140994662,0.00045659802426298768,0.00094786881380068877,21,3,True
132.5,-1.125,0.66681421347244474,0.66689429418074964,8.0080708304897108e-05,0.00020805349553643104,0.00048687718737661231,0.00077501139121794046,21,4,True
132.5,-0.875,0.36506592875357791,0.3652714217867935,0.00020549303321559798,0.00021105260388698532,0.00048685919336073299,0.00090340483046331629,21,5,True
132.5,-0.625,0.15489622418551119,0.15503970363542871,0.00014347944991752182,0.00020244815909309377,0.00046042304620268784,0.00080635065521330348,21,6,True
132.5,-0.375,0.021201982606642411,0.021095472374154184,0.00010651023248822722,0.0001857148613513271,0.00044039884355133262,0.00073262393739088687,21,7,True
132.5,-0.125,-0.059026462031067428,-0.058778620995647887,0.00024784103541954094,0.00016566896957859178,0.00066089083449583064,0.0010744008394939634,21,8,True
137.5,-1.9375,2.0188138128368092,2.01906416823212,0.00025035539531081952,0.0002219539054419961,0.00054342137399309809,0.0010157306747459137,22,0,True
137.5,-1.8125,1.7871603934866445,1.7871204804767664,3.9913009878045358e-05,0.00020296144735021393,0.00041483698353121158,0.00065771144075947086,22,1,True
137.5,-1.625,1.4207002726888973,1.4203110908453713,0.0003891818435259875,0.00022861691464948208,0.00061195673606465441,0.001229755494240124,22,2,True
137.5,-1.375,0.94679286615492353,0.94668451349923988,0.00010835265568365227,0.00025623587884304744,0.00063044352054557437,0.00099503205507227408,22,3,True
137.5,-1.125,0.54826085852387918,0.54846135861820666,0.00020050009432748261,0.00026949353496685813,0.00065165812367640121,0.0011216517529707419,22,4,True
137.5,-0.875,0.25290485720993983,0.25311132183277713,0.00020646462283729905,0.00026562072362068534,0.00063168455106148017,0.0011037698975194647,22,5,True
137.5,-0.625,0.052888843669920305,0.053001647365040351,0.00011280369512004645,0.00024758623435372495,0.00058162840372430957,0.00094201833319808098,22,6,True
137.5,-0.375,-0.076189555965821221,-0.076248119940903969,5.8563975082748243e-05,0.00022197335338636215,0.0005504756112855489,0.0008310129397546593,22,7,True
137.5,-0.125,-0.15903466054591742,-0.1588764958062272,0.00015816473969021416,0.0001955270453257718,0.00082198223794530264,0.0011756740229612885,22,8,True
142.5,-1.9375,2.0166813504259933,2.0167856779366016,0.00010432751060829304,0.0002871132939854526,0.00096036429242404874,0.0013518050970177944,23,0,True
142.5,-1.8125,1.72913480614594,1.7289925813270191,0.00014222481892089966,0.0002904758627104709,0.00073329876442193467,0.0011659994460533052,23,1,True
142.5,-1.625,1.3024081205164526,1.3022092417630164,0.00019887875343616024,0.0003243677780551124,0.0010512512231488458,0.0015744977546401184,23,2,True
142.5,-1.375,0.79491644692040164,0.79511291340681456,0.0001964664864129162,0.000353990554083472,0.0010329890322309716,0.0015834460727273598,23,3,True
142.5,-1.125,0.39996957677424805,0.40026806610959326,0.00029848933534520894,0.0003595784205152608,0.001025696110031472,0.0016837638658919417,23,4,True
142.5,-0.875,0.12084585084250832,0.1210579107506405,0.00021205990813218112,0.00034196116172280355,0.00095951231468078201,0.0015135333845357666,23,5,True
142.5,-0.625,-0.066361268669089091,-0.066256767431018326,0.00010450123807076439,0.0003088773017920765,0.00085957015787154823,0.0012729486977343892,23,6,True
142.5,-0.375,-0.19151247094339752,-0.19148959050599637,2.2880437401145981e-05,0.0002707912502033505,0.00080571928207531643,0.001099390969679813,23,7,True
142.5,-0.125,-0.27792604717539771,-0.2778506878984433,7.5359276954400922e-05,0.00023610239685911694,0.0011987283962078851,0.001510190070021403,23,8,True
146.25,-1.9375,1.94788536507399,1.9479027788702941,1.7413796304044382e-05,0.00042965995704236093,0.00083851084819752013,0.0012855846015439256,24,0,True
146.25,-1.8125,1.6220177627083328,1.6219460835989197,7.1679109413080866e-05,0.000467493506161043,0.00063614842555970717,0.0011753210411338312,24,1,True
146.25,-1.625,1.1628052995209983,1.1628799681257187,7.4668604720384835e-05,0.0005131821565615979,0.00089335394992558204,0.0014812047112075649,24,2,True
146.25,-1.375,0.64962271091732693,0.64993355707037304,0.00031084615304610708,0.0005441504015519794,0.00085385867494602017,0.0017088552295441066,24,3,True
146.25,-1.125,0.27007346140196997,0.27030129851930951,0.00022783711733953549,0.0005365724000159222,0.0008301356694151022,0.0015945451867705599,24,4,True
146.25,-0.875,0.0080577935231739284,0.0081735262339132277,0.00011573271073929935,0.0004968620297151061,0.00076314921269969626,0.0013757439531541017,24,5,True
146.25,-0.625,-0.16913331945279042,-0.16912034442705878,1.2975025731637446e-05,0.00043969535934262893,0.00067512863703115319,0.0011277990221054196,24,6,True
146.25,-0.375,-0.2923907353031423,-0.29237498063037476,1.5754672767542832e-05,0.0003810294336887843,0.00063025934052176485,0.001027043446978092,24,7,True
146.25,-0.125,-0.38205995629269007,-0.38211260737062208,5.265107793200885e-05,0.00033156515244980866,0.00093644587454903773,0.0013206621049308552,24,8,True
148.75,-1.9375,1.8615575685358103,1.8616505817355,9.3013199689684356e-05,0.0004211715825728213,0.00098224668071582246,0.0014964314629783281,25,0,True
148.75,-1.8125,1.5155420829707751,1.5156298614377173,8.7778466942189937e-05,0.0004525215649211489,0.00073846871466431876,0.0012787687465276576,25,1,True
148.75,-1.625,1.044664810585044,1.0449457209925377,0.00028091040749367302,0.0004871133785986359,0.0010250259765364131,0.001793049762628722,25,2,True
148.75,-1.375,0.53857525328927947,0.53893348081724801,0.00035822752796854651,0.0005039656983506502,0.00096874950805743714,0.0018309427343766338,25,3,True
148.75,-1.125,0.17471522612585633,0.17491970164778664,0.00020447552193031404,0.0004867093426786928,0.00093524791003404785,0.0016264327746430547,25,4,True
148.75,-0.875,-0.074447671396013604,-0.074353742406915446,9.3928989098157611e-05,0.0004434906723715937,0.00085558347738885808,0.0013930031388586094,25,5,True
148.75,-0.625,-0.24533143473768337,-0.24534286274707295,1.1428009389580218e-05,0.00038826272719383326,0.0007546147619820183,0.0011543054985654318,25,6,True
148.75,-0.375,-0.36800668000841341,-0.36796255229857111,4.4127709842300966e-05,0.00033464594034460227,0.0007038245389244845,0.0010825981891113877,25,7,True
148.75,-0.125,-0.46003363721652657,-0.46014350591793413,0.00010986870140755611,0.0002908926354801,0.0010453828313853439,0.001446144168273,25,8,True
